Stock,Date,EPS Reported,EPS Surprise,Beat Estimate,EPS Estimate,Net Profit Margin,Return On Assets,Current EPS Growth,Fiscal Year EPS Growth,Cash Flow Accruals,Balance Sheet Accruals,Quick Ratio,Price Earnings Ratio,Debt Equity Ratio,Return On Equity,Current Ratio,Price To Sales Ratio,Price To Book Ratio,Dividend Yield,Dividend Payout Ratio,Asset Turnover,Inventory Turnover,Cash Ratio,Gross Profit Growth,EPS Growth,Free Cash Flow Growth,Receivables Growth,Asset Growth,Debt Growth,R&D Growth
SYK,2019-01-29,2.18,+1.4,1,2.15,0.5448,0.07594843732784898,9.2424,2.4851,0.03753351206434316,0.10180876461781249,1.254628666528,16.5,0.8405,0.3029,2.025,4.3125,4.0465,0.012020222591316,0.19786096256684,0.49950420507547,5.0188,0.75223632203037,0.0959,9.3788,0.8093,0.061,0.2267,0.3651,0.078
NATI,2019-01-29,0.42,-4.55,-1,0.44,0.157,0.03383186685295605,3.2105,1.9,-0.018370845512450374,0.03236927554978597,2.7342075877081,38.7863,0.0,0.1252,3.612,4.4218,4.6425,0.020527290995444,0.78382143340836,0.81325008152654,7.1772,0.91661012636757,0.0299,3.2105,0.2414,-0.0236,0.0669,0.0,0.1014
DOV,2019-01-29,1.43,+10.85,1,1.29,0.0783,0.01692240918380386,-0.4894,-0.2718,-0.028494922942547674,-0.12050947927710755,0.89091676192842,18.6711,1.1428,0.206,1.37,1.4849,2.9138,0.026951673514089,0.49725830181301,0.83580078871392,9.8077,0.2168197695003,-0.0076,-0.4947,-0.0086,0.0408,-0.2151,-0.1132,0.0
CHRW,2019-01-29,1.34,+10.74,1,1.21,0.0452,0.04227074417289378,0.2407,0.3249,-0.01736070643527189,0.02211388202528244,1.7728404553614,17.5921,0.9018,0.4166,1.921,0.6952,3.7863,0.022957309249245,0.39912265520952,3.7564093876965,0.0,0.26415190435094,0.1297,0.2477,0.6203,0.0229,0.0452,-0.0787,0.0
WNC,2019-01-29,0.38,-13.64,-1,0.44,0.019,0.008880759096376629,-0.7342,-0.3315,-0.03388779301943509,-0.017741591758142043,1.1548830224238,10.7213,1.0677,0.1465,2.022,0.3233,0.9522,0.024120172913404,0.255945607237,1.7381862674823,12.4187,0.48841266803104,-0.0524,-0.75,-0.4055,0.2331,-0.0349,-0.0825,0.0
JVA,2019-01-29,0.03,+200,1,0.01,0.0044,0.0026098212659979017,1.0,1.375,-0.016603407363074446,-0.014794705266490793,1.2984002135265,22.8947,0.2544,0.0426,2.749,0.2697,0.7129,-0.0,-0.0,2.3344263853625,5.741,0.41219561205102,0.2916,1.0,1.589,-0.2624,-0.0292,-0.2471,0.0
IEX,2019-01-29,1.31,+3.15,1,1.27,0.1598,0.028250155374847034,0.0496,0.2133,-0.01596352411742913,0.0107993252331241,2.135130984668,23.556,0.4255,0.2058,2.996,3.8996,6.9021,0.013298266935415,0.310488025272,0.71495919377222,9.2036,1.2790153046254,0.0489,0.0574,0.1344,0.0613,0.0218,-0.0119,0.0
CVLT,2019-01-29,0.54,+28.57,1,0.42,0.0727,0.016448034643979835,1.2154,1.0511,-0.02168194656352685,0.002322229974498734,1.9462962622493,820.25,0.0,0.0091,2.007,4.2362,3.662,-0.0,-0.0,0.86443480660901,0.0,1.0050437265969,0.0001,1.2231,0.0494,0.1618,0.0322,0.0,-0.0444
GPK,2019-01-29,0.23,+21.05,1,0.19,0.0315,0.006728807796917498,-0.7321,-0.2604,0.017183250226654578,0.18421096777440404,0.54883562228099,14.9859,1.8722,0.14,1.505,0.5483,0.6507,-0.0,-0.0,0.85321282864914,7.3077,0.060138189883136,0.332,-0.7321,-0.4579,0.7842,0.4516,0.3001,0.0
XRX,2019-01-29,1.14,+9.62,1,1.04,0.0541,0.009210703240553987,1.7333,0.9437,-0.018690332123167945,-0.034782608695652174,1.7939095662873,14.1143,1.045,0.0721,1.444,0.479,0.4365,0.057584579478126,0.74515235457064,0.66088476536238,11.3445,0.33343586588742,-0.0848,1.7273,3.0678,-0.0707,-0.0672,-0.052,-0.1132
GLW,2019-01-29,0.59,+3.51,1,0.57,0.0962,0.010616251590619886,1.2,2.7121,-0.023595709870932558,0.00020000363642975327,1.2971911809121,25.3866,0.4349,0.0773,2.124,2.1417,0.996,0.028688954211134,0.64258911819887,0.41047082348664,6.0229,0.71126547870734,0.1647,1.2138,-0.0242,0.0736,0.0004,0.1697,0.0996
NUE,2019-01-29,2.07,+6.7,1,1.94,0.1027,0.03609139387613844,0.725,0.8098,0.008609427324594483,0.06158816078954924,1.3913173930086,6.9637,0.4382,0.2411,3.077,0.6488,1.091,0.030050779457172,0.20560097629287,1.3987977961437,6.2549,0.49848056159356,1.1366,0.725,-0.0007,0.2352,0.1313,0.1307,0.0
DHR,2019-01-29,1.28,+0.79,1,1.27,0.1392,0.015612815554277949,-0.124,0.0595,-0.010260805937385669,0.012530548437729874,0.88348652277187,27.2804,0.3452,0.094,1.465,3.6333,7.0611,0.0060068283579069,0.1634916443472,0.41588877855015,10.6071,0.16271816585769,0.0411,-0.1382,0.5546,-0.0091,0.0254,-0.0743,0.0693
COHR,2019-01-29,2.09,+0.97,1,2.07,0.0928,0.01577467638617473,-0.1317,0.1902,-0.006993661730590714,-0.016927992685147948,1.7881251374592,17.139,0.3239,0.1882,3.322,2.2043,2.4976,-0.0,-0.0,0.84185800778683,4.2207,0.83508923446644,-0.3118,-0.1412,-0.3182,0.0704,-0.0101,-0.0976,-0.078
LMT,2019-01-29,4.39,-0.23,-1,4.4,0.0869,0.02792138336750156,2.7244,1.6059,-0.021481415455922987,-0.019060942554865786,0.22336435616058,14.7599,10.1176,3.6198,1.118,1.3853,2.4328,0.031946941158268,0.46512088783195,1.1980123005615,18.302,0.053618558133074,0.1363,2.7305,0.7493,0.079,-0.0374,-0.0111,0.0
POL,2019-01-29,0.41,+2.5,1,0.4,0.0137,0.004186097749054456,-0.6739,3.8429,-0.02621819116513054,0.0033157720222525143,1.0478837876614,14.2289,2.5104,0.2959,1.791,0.6461,1.361,0.024766444154072,0.35106382978723,1.2974699812727,10.5083,0.30649210903874,-0.0254,-0.6522,-0.0881,0.0535,0.0067,0.0356,0.0
VZ,2019-01-29,1.12,+2.75,1,1.09,0.0566,0.0073217057044356925,-0.8969,-0.4891,-0.023245188404593154,0.01472492777390358,0.7341682045874,14.9521,2.1274,0.2922,0.913,1.7752,1.7063,0.042983900648332,0.62931478619268,0.49414150263,110.4329,0.072370155549697,0.0322,-0.8972,0.844,0.0685,0.0299,-0.0344,0.0
HOG,2019-01-29,0.17,-39.29,-1,0.28,0.0004,4.6410612597584176e-05,-0.7143,0.0563,-0.007769886619342218,0.03357790085402234,2.4436994107183,10.6293,4.2838,0.2996,1.247,0.9718,0.5236,0.045198666900308,0.46252617833065,0.5360074159471,10.4482,0.34829914387369,-0.1217,-0.5714,0.716,0.032,0.0695,0.0875,0.0
EBAY,2019-01-29,0.71,+4.41,1,0.68,0.2642,0.03330557868442964,1.3292,3.6842,-0.020728340418072658,-0.06489089232660589,1.263358778626,10.8798,1.4697,0.4028,1.6,2.515,1.5084,-0.0,-0.0,0.4709233533459,0.0,0.49438706780422,0.0671,1.3292,0.3857,0.023,-0.1219,-0.0783,-0.0789
EXP,2019-01-29,1.24,-7.46,-1,1.34,0.1732,0.024503102636646776,-0.4038,-0.7216,-0.02611385844368893,-0.0438247134885521,0.76574305900197,56.5608,0.5718,0.0569,2.385,2.7577,1.9548,0.0048555367749548,0.27486203891955,0.64229428586049,5.2245,0.047961055689695,-0.1496,-0.4048,0.032,-0.0681,0.0205,0.1072,0.0
SLGN,2019-01-29,0.38,+5.56,1,0.36,0.0357,0.00834015025023508,-0.7328,-0.1694,-0.09941204910625961,-0.00717147350338107,0.54134771858678,11.6355,2.6151,0.2542,1.196,0.5873,0.8574,0.017180598307504,0.19888479155692,0.97151984563559,6.5613,0.067483235532886,0.0009,-0.7348,0.2708,0.1247,-0.0142,-0.0953,0.0
RHI,2019-01-29,0.95,+4.4,1,0.91,0.0766,0.05967325890377632,1.4359,0.5322,-0.00498187953635574,0.00945299506623833,1.3068675445618,15.8889,0.0006,0.4085,1.798,1.1979,4.018,0.019991575287016,0.31413025457761,3.0478062862797,0.0,0.33748242908182,0.121,1.5,1.0596,0.0847,0.0191,-0.2179,0.0
HI,2019-01-29,0.49,+11.36,1,0.44,0.069,0.01513207143621003,0.6071,-0.3909,-0.0038498556304138597,-0.02405066603857528,0.74252397968779,43.1653,0.4713,0.1048,1.148,1.8386,4.1236,0.01596800367589,0.68015665796345,0.94931888876971,10.9232,0.10532255031033,0.0055,0.6071,0.4977,-0.0841,-0.0691,-0.2413,0.0
KNX,2019-01-29,0.93,+9.41,1,0.85,0.1088,0.019173180601083053,-0.7812,-0.4562,-0.018912812812623036,0.014648169929364097,1.2171494216215,10.5781,0.1701,0.0768,1.476,0.8188,1.2257,0.0096755065606019,0.10201209738971,0.67544788631281,0.0,0.21051381225359,0.1043,-0.7803,3.2105,0.047,0.0297,-0.043,0.0
HCA,2019-01-29,2.99,+15.89,1,2.58,0.0867,0.027138011069451885,1.2977,0.7916,-0.02833677659601602,0.034485488126649075,0.96327123794425,11.4174,-6.6305,-0.7651,1.349,0.9176,1.3696,0.011337204492289,0.12859783469765,1.1905272017752,28.2463,0.066323160258951,0.0796,1.2815,0.359,0.0443,0.0714,-0.0072,0.0
ARLP,2019-01-28,0.63,-16,-1,0.75,0.0955,0.02120181330144132,-0.1875,-0.0214,-0.02685251224763524,0.03800877263893714,1.2677418087412,6.3285,0.6033,0.3101,1.513,1.127,0.9963,0.12857100350939,0.7525886242376,0.8363539712738,33.5259,0.73790087375442,0.0919,-0.1875,0.0819,-0.0367,0.079,0.2426,0.0
AKS,2019-01-28,0.16,+45.45,1,0.11,0.02,0.007418561906238235,1.44,0.8438,-0.01800385322319906,0.004549246426783828,0.60641502746766,3.8136,19.957,1.8619,1.95,0.1041,0.1572,-0.0,-0.0,1.5098877250482,4.8616,0.043062200956938,0.6197,1.44,4.3632,0.2279,0.0091,-0.0552,0.0
BRO,2019-01-28,0.26,-3.7,-1,0.27,0.1444,0.010981558660109905,-0.6061,-0.1286,-0.020715634263802598,0.07567557918331763,1.1433600712513,22.2258,0.5022,0.1147,1.216,3.8203,3.2646,0.011064736515893,0.24600949877271,0.30114306764815,0.0,0.43612008170563,0.0726,-0.6119,0.7162,-0.0722,0.1637,0.5438,0.0
CR,2019-01-28,1.64,+7.19,1,1.53,0.1062,0.022064461869542633,4.0417,0.9366,-0.02528013456353427,0.058825070061025116,1.2837071061875,12.8206,0.6228,0.2202,1.841,1.2826,1.9842,0.019595952027345,0.24880810488677,0.82754099982685,8.7947,0.46392866792759,0.1411,4.0612,0.0524,0.1374,0.125,0.2767,0.0
CE,2019-01-28,2.38,-0.83,-1,2.4,0.0586,0.01063030172876624,-0.4698,0.4631,-0.028347471276709977,-0.011935706328576733,1.0050590219224,10.0078,1.1833,0.4045,1.616,1.6819,1.4857,0.023432254076332,0.23198011599006,0.76828089766992,7.3535,0.24676784710512,0.0169,-0.4631,10.3103,0.0715,-0.0236,-0.0302,-0.1
CAT,2019-01-28,2.55,-14.72,-1,2.99,0.0731,0.01334878803704034,1.8349,7.1429,-0.013183201925893846,0.009950408757903402,1.4088879438656,12.23,2.5961,0.4366,1.368,1.3703,1.0675,0.026287074682808,0.31739059703921,0.69701562878141,5.0793,0.27843929406762,0.1053,1.8281,9.5634,0.0382,0.0201,0.048,-0.0643
COMM,2019-01-28,0.51,+18.6,1,0.43,-0.022,-0.0035114998868863586,-1.4444,-0.2653,-0.023458713520850615,-0.030073215904487995,1.8369533738778,22.4521,2.2688,0.0798,2.719,0.6896,1.2992,-0.0,-0.0,0.68901395068245,9.9506,0.66348103098755,-0.0772,-1.4286,-0.5484,-0.0984,-0.0584,-0.0878,-0.0396
ENTG,2019-01-28,0.47,+2.17,1,0.46,0.2011,0.034856131730496655,3.85,1.8644,-0.00454902204439773,0.0795258200578367,2.6110513668659,16.3158,0.9277,0.2379,3.817,2.5431,2.64,0.010102795361248,0.16444518286225,0.66899791641587,6.6512,1.7876129166234,0.0981,3.9,-0.0595,0.2105,0.1728,0.3922,0.158
TVTY,2019-01-28,0.73,+25.86,1,0.58,0.1864,0.05917494850429079,2.4737,0.5267,-0.011790598636323093,-0.13779128310329963,0.85198342214328,10.0445,0.0831,0.2678,0.963,1.647,8.5141,-0.0,-0.0,1.2576756091844,0.0,0.023843003749753,0.1235,2.381,0.064,0.2182,-0.2422,-0.79,0.0
WRK,2019-01-28,0.83,+5.06,1,0.79,0.0321,0.004535835053428941,-0.8767,1.6498,-0.005347785397285021,0.005381619243005381,0.79425794257943,7.185,0.5593,0.1662,1.436,0.8397,0.8207,0.033341082184061,0.23131000472168,0.64214427948976,8.9802,0.1910419104191,0.0107,-0.8764,0.539,0.2833,0.22,0.6369,0.0
WWD,2019-01-28,0.96,+29.73,1,0.74,0.0752,0.012723621797594946,1.6552,-0.1076,-0.009219445175488585,0.15784639566703595,0.87215187303993,27.2389,0.8101,0.1173,1.886,2.1169,2.1638,0.0069624959035997,0.1885096852166,0.61358173758636,4.5467,0.14140242025245,0.3111,1.6333,2.7224,0.477,0.4166,0.8239,0.1173
APD,2019-01-25,1.86,-0.53,-1,1.87,0.1563,0.018153797931250652,1.2429,-0.5033,-0.016074600355239787,0.018889375888220372,1.9486378993286,24.8067,0.3511,0.138,2.173,4.1602,2.0699,0.024478846142685,0.59941247162505,0.46564085450744,24.4161,1.1937304879613,0.0546,1.2254,-0.1701,-0.0086,0.0512,0.0725,0.0274
ABBV,2019-01-25,1.9,-2.06,-1,1.94,-0.2199,-0.03076560183313115,-38.6667,0.1091,-0.08791616120770994,-0.08786057877022853,0.77991762863275,25.1199,-4.7727,-0.6733,0.983,4.2339,6.1415,0.040286748280692,0.98118515913487,0.55184324032889,20.4069,0.42282034920819,0.1512,-39.0,0.3609,0.0582,-0.1615,0.0787,3.6129
LEA,2019-01-25,4.05,+3.32,1,3.92,0.0429,0.018291999620712544,-0.4093,-0.0737,-0.04706612532002379,-0.014660290657674569,0.97175932097942,7.0813,0.4675,0.2737,1.395,0.3728,0.7702,0.023334183446451,0.16202817881371,1.8230365408984,17.6054,0.33177798515753,-0.0911,-0.4123,0.3208,-0.1085,-0.0289,0.0017,0.0
CL,2019-01-25,-0.11,+1.37,1,None,0.159,0.04983142833648549,0.8919,0.2061,-0.02105090041937341,-0.02073519346136812,0.63633642621969,21.5652,-62.4118,-23.5294,1.135,3.3211,6.4576,0.031222166078549,0.66291666666667,1.2781843598388,12.5811,0.21730020951811,-0.0322,0.8919,0.2704,-0.0541,-0.0406,-0.0321,0.0
NEE,2019-01-25,1.49,-2.61,-1,1.53,0.0935,0.003943993365605292,-0.8136,0.2186,-0.009247651925710207,0.028458086430466368,0.20537493594488,12.3892,1.1045,0.1944,0.364,4.9666,0.8076,0.025876922673337,0.31651099728834,0.16129872133614,5.5729,0.036326367932586,0.2518,-0.8217,0.484,0.0848,0.0586,0.0767,0.0
NEP,2019-01-25,-0.39,-169.64,-1,0.56,-0.0962,-0.001594896331738437,0.7939,3.4661,-0.011483253588516746,0.054963544587773416,0.35273573923166,14.1148,1.4642,0.0818,0.396,3.1275,0.3195,-0.0,-0.0,0.081977671451356,0.0,0.18044237485448,-0.3228,0.7455,-0.3097,-0.1445,0.1163,-0.2043,0.0
HRC,2019-01-25,1.02,+4.08,1,0.98,0.0617,0.009700480426637244,-0.5267,0.8744,-0.01696434728639404,-0.018979153307007775,1.1529287439614,24.9685,1.2207,0.1562,1.745,2.2181,3.973,0.0082548634712826,0.20522979397781,0.65321100917431,9.8855,0.27626811594203,0.0325,-0.5299,0.5,0.0526,-0.0247,-0.1084,0.0279
TESS,2019-01-25,0.32,+68.42,1,0.19,0.0178,0.01311682441516015,0.6842,0.0656,-0.018432712620978772,0.017422419962578786,0.9713523070993,23.1364,0.1322,0.051,1.771,0.213,0.6631,0.053033491225794,1.2179306862851,2.9386253860853,8.4181,0.00031311777465234,0.0473,0.6842,-0.4847,0.0628,0.097,1.8317,0.0
AAL,2019-01-24,1.04,+2.97,1,1.01,0.0291,0.005249257180587653,1.6,0.1609,-0.0067844172994387586,0.06876019935606227,0.3658267020336,10.5625,-201.355,-8.355,0.477,0.332,0.2721,0.012647385899932,0.13172804532578,0.73524265434137,30.9205,0.023706896551724,-0.0338,1.5948,1.0784,-0.0263,0.1477,0.3576,0.0
ALK,2019-01-24,0.75,+5.63,1,0.71,0.0111,0.0021077712609970673,-0.9297,-0.5458,-0.017045454545454544,0.007664604303259766,0.54452753229096,17.1408,0.5607,0.1165,0.607,0.9079,0.8483,0.021301622670049,0.36155606407323,0.75733137829912,141.265,0.035690006798097,-0.0394,-0.9261,-5.1042,0.0733,0.0154,-0.1814,0.0
LUV,2019-01-24,1.17,+9.35,1,1.07,0.1147,0.02492093129596464,-0.6014,-0.2298,-0.012765308844263232,0.02206297587287987,0.53851992409867,10.8093,0.3427,0.2502,0.636,1.1899,1.0262,0.012550151985554,0.13468559837728,0.83698510078878,49.8638,0.23453510436433,0.073,-0.5993,9.4884,-0.142,0.0451,-0.0793,0.0
JBLU,2019-01-24,0.5,+16.28,1,0.43,0.0859,0.01542111506524318,-0.73,-0.824,-0.010219910575782462,0.056798457087753135,0.45821782178218,26.7667,0.5552,0.0401,0.55,0.6392,0.4467,-0.0,-0.0,0.69878638561913,115.1579,0.21108910891089,0.1141,-0.73,-1.2338,-0.1388,0.1204,1.1693,0.0
AEP,2019-01-24,0.72,+1.41,1,0.71,0.0956,0.005281761788764411,-0.0864,0.0052,-0.013476195736220038,0.03050731697819023,0.29249144389973,19.1641,1.3273,0.1011,0.476,2.2756,0.5361,0.034657211996454,0.65261461690404,0.23539303632992,17.2819,0.051348163907132,-0.0876,-0.1098,0.5672,0.0188,0.0629,0.1072,0.0
AVX,2019-01-24,0.44,+25.71,1,0.35,0.1679,0.02682657346192314,1.8,52.6667,0.0056908572934757885,0.0256126272410502,3.418749301531,11.0932,0.0,0.114,5.695,1.6825,1.2681,0.025785090391417,0.28584357628222,0.63690470689352,3.1203,1.2084103644811,0.5365,1.8,3.7661,0.0051,0.0712,0.0,0.0
BMY,2019-01-24,0.94,+10.59,1,0.85,0.1942,0.03315611959069342,1.5035,3.9344,-0.036271651517749956,0.02093759575120008,1.3937488267317,17.2691,0.5238,0.3507,1.611,3.7605,3.1012,0.031315134316966,0.53109756097561,0.64485794317727,19.1114,0.64867655340717,0.1367,1.5035,1.4786,-0.0532,0.0428,-0.077,-0.2883
VIVO,2019-01-24,0.2,+17.65,1,0.17,0.1575,0.03244255714268562,0.2667,0.098,-0.005206978391640018,0.003192631406713306,3.851363091052,26.3929,0.2861,0.136,5.752,2.9339,3.6075,0.034322655923108,0.88766824604805,0.84960437908003,5.1163,2.513672278989,-0.0137,0.2667,1.1077,-0.0107,-0.0083,-0.0834,-0.1025
MKC,2019-01-24,1.67,-1.76,-1,1.7,0.1355,0.019802269802269803,0.1778,0.8817,-0.022337272337272337,-0.006268711668329926,0.30708897437178,21.1268,1.4758,0.2824,0.739,3.6513,6.9172,0.013952084068487,0.30425105720009,0.52736827736828,6.8484,0.048258979867113,0.0199,0.1898,-0.117,-0.0667,-0.0125,-0.0658,0.0
INTC,2019-01-24,1.28,+4.92,1,1.22,0.2784,0.04059767276478357,9.6923,1.2513,-0.013324164016160921,0.01876502714838463,1.1050162396247,10.2691,0.3535,0.2824,1.731,3.0232,2.3297,0.025926184335157,0.26319289412435,0.55366004235599,9.9534,0.18158306267292,0.0417,8.6667,-0.0511,0.1989,0.0382,-0.0169,0.0553
UNP,2019-01-24,2.12,+2.91,1,2.06,0.2699,0.0262735219030551,-0.769,-0.4079,-0.01281552741474631,0.011466144519593342,0.66753134457415,17.3874,1.0964,0.2921,0.9,4.4607,1.7549,0.022380714348225,0.38535031847134,0.38602126904154,30.6264,0.27518374405534,0.0028,-0.7683,0.3392,0.1755,0.0232,0.3215,0.0
NSC,2019-01-24,2.57,+12.23,1,2.29,0.2424,0.019371395457932063,-0.8129,-0.489,-0.0038632412594166504,0.007338429464906185,0.52759552296411,15.6096,0.7255,0.1735,0.719,3.5544,1.1238,0.020920141137089,0.3165791447862,0.31617870250283,53.4172,0.1381705905056,0.0607,-0.813,-0.2629,0.0565,0.0148,0.1331,0.0
DLX,2019-01-24,1.54,+4.76,1,1.47,0.109,0.024801136265040588,-0.2931,-0.3305,-0.0273498370566779,0.02132712498640318,0.6735365387068,12.0881,0.9961,0.1635,1.148,0.8909,2.2689,0.032270281716494,0.37872752790216,0.86678602539764,45.0564,0.15237852314756,0.0184,-0.2914,0.0111,0.2292,0.0436,0.2856,0.0
CVTI,2019-01-24,0.92,+21.05,1,0.76,0.0606,0.021332240499325167,-0.6691,-0.2384,-0.008642265786194094,0.08702690852674833,1.4991910910062,8.2759,0.6927,0.1239,1.662,0.3978,0.5037,-0.0,-0.0,1.1447026853724,213.3884,0.18162755630949,0.2871,-0.6654,-0.6737,0.4073,0.1906,0.1118,0.0
ISCA,2019-01-24,0.62,-10.14,-1,0.69,0.1395,0.012108333036952733,-0.6294,1.0605,-0.0038433154319450864,0.00923556247913653,3.4389880788275,8.2857,0.1563,0.1377,3.556,2.7665,0.9556,0.011236280461968,0.092052697927949,0.30010136216524,0.0,2.9666295393641,-0.1707,-0.6294,0.8356,0.1493,0.0186,-0.0146,0.0
SBUX,2019-01-24,0.75,+15.38,1,0.65,0.1147,0.03806559132789158,-0.6115,0.6447,-0.08099573100849294,0.25416125850163546,1.6943281376447,16.9969,8.0719,3.8634,2.198,3.0334,3.7985,0.023032805052975,0.38585308633778,1.023310592638,17.8835,1.5404630378945,0.0845,-0.6139,0.3865,-0.1531,0.079,0.8572,0.0
FCX,2019-01-24,0.11,-38.89,-1,0.18,0.1317,0.011488535152548796,-0.5417,0.424,0.012957172635967405,0.06179732890666264,1.5157705016521,5.7598,1.1371,0.2656,3.22,0.802,0.3539,0.014710489105746,0.083781706379708,0.44125450066326,3.2032,1.266746770802,-0.7854,-0.5417,-1.4571,-0.3729,0.1317,-0.1578,0.0
APH,2019-01-23,1.05,+7.14,1,0.98,0.152,0.03365887166621868,4.303,0.8689,-0.003992075580642913,0.002045010175172579,1.2579039693224,20.255,0.8889,0.3,1.865,2.9765,4.4575,0.010421288006756,0.21053941908714,0.81653376340232,7.0082,0.52694488638682,0.1255,4.3235,-0.2286,0.1209,0.0041,0.0079,0.0
USAP,2019-01-23,0.07,-78.12,-1,0.32,0.0102,0.0016500622665006227,-0.9528,0.2427,-0.04328936941016642,0.04757090271899382,0.61388917063935,12.374,0.1972,0.045,2.955,0.5526,0.4008,-0.0,-0.0,0.72434903203894,2.036,0.062480981844,0.043,-0.963,5.5887,0.3052,0.0999,-0.4136,0.0
HXL,2019-01-23,0.82,+3.8,1,0.79,0.1178,0.023405686767465742,-0.2083,0.0065,-0.027229913954888284,0.007707404103479036,0.89868380777472,18.2032,0.7238,0.2092,2.069,2.2551,1.8345,0.009644246406088,0.17498192335503,0.77514960518395,7.1563,0.10009182736455,0.0577,-0.1959,0.7208,0.0491,0.0155,0.1814,0.1783
MPX,2019-01-23,0.14,-26.32,-1,0.19,0.0762,0.046867565424266455,0.5556,-0.7349,0.0013679619349722442,0.031150508770834633,1.0279439687601,16.4217,0.0,0.3788,3.556,1.5325,4.3546,0.036982843347658,0.60558831788823,0.77354308120745,1.756,0.65729230107835,-0.0939,0.5556,-0.5793,0.2691,0.0519,0.0,0.0
TEL,2019-01-23,1.29,+0.78,1,1.28,0.0825,0.014383989993746092,8.2727,0.5468,-0.0010944340212632896,0.024705320565985574,0.72766439909297,11.9959,0.3693,0.2368,1.406,2.1904,2.3474,0.019423492251414,0.22923976608187,0.68615716668302,7.984,0.19229024943311,-0.043,8.3636,-0.2301,0.0008,0.02,-0.0095,-0.0242
LVS,2019-01-23,0.77,-8.33,-1,0.84,-0.0489,-0.0075398057391227215,-1.1299,-0.1352,-0.06524149554264426,0.04302169588749595,1.7063668039278,16.9544,2.1086,0.4245,1.763,2.9706,1.8064,0.073761433003545,1.234562784915,0.60890584113186,381.3611,1.4764016471334,-0.0192,-1.1373,-0.0992,0.1805,0.0899,0.2433,0.0
F,2019-01-23,0.3,-3.23,-1,0.31,-0.0028,-0.0004521712013721057,-1.0476,-0.5233,-0.0057417946519061356,-0.003797792775650634,1.6223147673409,8.2258,4.2918,0.1023,1.2,0.1898,0.1186,0.098683053688935,0.7900462333424,0.6250019490138,14.3184,0.17493120154025,-0.0827,-1.0317,-1.734,0.0177,-0.0076,-0.0005,0.0
WAT,2019-01-23,2.87,+8.71,1,2.64,0.2589,0.04967288418334797,1.5571,29.6,0.0009666187873347452,-0.17642143313248887,5.1311671504084,24.4682,0.7327,0.3789,5.932,5.9049,4.5123,-0.0,-0.0,0.64922254660455,8.6139,1.7737246926588,0.0272,1.5543,-0.0758,0.0646,-0.2999,-0.4252,0.085
KMB,2019-01-23,1.6,-3.03,-1,1.65,0.09,0.028309684529549524,-0.3218,-0.3703,-0.03705744592919135,-0.021335400586470727,0.41355569155447,28.1333,-25.9756,-4.9129,0.771,2.1345,3.0249,0.035716257808653,0.98297872340426,1.2733158837305,10.2614,0.082466340269278,-0.1281,-0.32,0.0192,-0.0652,-0.0418,0.004,0.0
CTXS,2019-01-23,1.67,+5.03,1,1.59,0.2067,0.032265657901628275,1.6298,31.3077,-0.007922626906402178,-0.06244185383195398,0.64950534842021,24.2222,3.4401,1.0438,0.717,4.643,4.332,0.0033815889340268,0.081295262712645,0.57902543375268,166.061,0.21255109682118,0.0505,1.6613,-0.1841,-0.0338,-0.1175,-0.1082,0.1773
CMCSA,2019-01-23,0.64,+3.23,1,0.62,0.0902,0.009976796300122376,-0.8248,-0.4674,-0.013028241763481191,0.14624293515140752,0.54044850197442,13.3008,1.5604,0.1638,0.792,1.6391,1.8428,0.021751607189164,0.28573864120706,0.37549864115319,0.0,0.13817338695069,0.2614,-0.8245,-0.1239,0.257,0.3426,0.7309,0.0
FII,2019-01-23,0.61,+1.67,1,0.6,0.2003,0.03986310660932329,-0.5308,-0.2404,-0.037816054202838276,0.11252703963434739,1.5761618280163,12.1789,0.1575,0.257,1.678,2.3495,6.7643,0.04082530709391,0.48544918904933,0.73569314425306,0.0,0.86561430621481,0.1039,-0.5308,-0.3875,0.7778,0.2536,-0.2059,0.0
FFIV,2019-01-23,2.7,+6.3,1,2.54,0.2407,0.045266150649954214,0.5319,0.1262,-0.023151939073880943,0.025381323956383012,1.3984889457929,25.7598,0.0,0.3529,1.485,5.371,5.6305,-0.0,-0.0,0.82956319689761,71.5674,0.44498356615918,0.0488,0.5282,-0.0415,0.1188,0.1597,0.0,0.0716
VAR,2019-01-23,1.06,-0.93,-1,1.07,0.1393,0.030615877536489856,1.918,-0.3106,-0.011184288596178949,-0.006369232179132746,1.1306262596104,68.25,0.0,0.0946,1.634,3.5103,3.5717,-0.0,-0.0,0.89743905063486,6.8219,0.3768007762932,0.0439,1.9262,-0.2522,0.1243,0.0215,-1.0,0.0894
PTC,2019-01-23,0.57,+39.02,1,0.41,0.0627,0.0076226793690738984,0.5,7.8,-8.318291996749691e-05,-0.006687840634826671,0.5645190465116,235.2667,0.7355,0.0594,0.862,10.0454,13.1794,-0.0,-0.0,0.5331954786172,0.0,0.35353382865552,0.1508,0.5,-1.548,1.9427,0.1939,0.0483,-0.0499
